 Mv1      Mv2        Mvp         lamL         Omega        protonSI     Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)      Br(H->AA)      Width_H   
7250.00    7270.00    7270.00     1.257E+01     8.687E-02     2.648E-08      0.000E+00      0.000E+00        0.000E+00       2.276E-03      4.267E-03
7300.00    7320.00    7320.00     1.257E+01     8.791E-02     2.611E-08      0.000E+00      0.000E+00        0.000E+00       2.276E-03      4.267E-03
7350.00    7370.00    7370.00     1.257E+01     8.893E-02     2.576E-08      0.000E+00      0.000E+00        0.000E+00       2.277E-03      4.267E-03
7400.00    7420.00    7420.00     1.257E+01     8.996E-02     2.541E-08      0.000E+00      0.000E+00        0.000E+00       2.277E-03      4.267E-03
7450.00    7470.00    7470.00     1.257E+01     9.097E-02     2.507E-08      0.000E+00      0.000E+00        0.000E+00       2.277E-03      4.267E-03
7500.00    7520.00    7520.00     1.257E+01     9.197E-02     2.474E-08      0.000E+00      0.000E+00        0.000E+00       2.277E-03      4.267E-03
7550.00    7570.00    7570.00     1.257E+01     9.296E-02     2.441E-08      0.000E+00      0.000E+00        0.000E+00       2.278E-03      4.267E-03
7600.00    7620.00    7620.00     1.257E+01     9.395E-02     2.409E-08      0.000E+00      0.000E+00        0.000E+00       2.278E-03      4.267E-03
7650.00    7670.00    7670.00     1.257E+01     9.492E-02     2.378E-08      0.000E+00      0.000E+00        0.000E+00       2.278E-03      4.267E-03
7700.00    7720.00    7720.00     1.257E+01     9.588E-02     2.347E-08      0.000E+00      0.000E+00        0.000E+00       2.278E-03      4.267E-03
7750.00    7770.00    7770.00     1.257E+01     9.684E-02     2.317E-08      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
7800.00    7820.00    7820.00     1.257E+01     9.778E-02     2.287E-08      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
7850.00    7870.00    7870.00     1.257E+01     9.871E-02     2.258E-08      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
7900.00    7920.00    7920.00     1.257E+01     9.964E-02     2.230E-08      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
7950.00    7970.00    7970.00     1.257E+01     1.005E-01     2.202E-08      0.000E+00      0.000E+00        0.000E+00       2.279E-03      4.267E-03
8000.00    8020.00    8020.00     1.257E+01     1.014E-01     2.174E-08      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
8050.00    8070.00    8070.00     1.257E+01     1.023E-01     2.148E-08      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
8100.00    8120.00    8120.00     1.257E+01     1.032E-01     2.121E-08      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
8150.00    8170.00    8170.00     1.257E+01     1.041E-01     2.095E-08      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
8200.00    8220.00    8220.00     1.257E+01     1.049E-01     2.070E-08      0.000E+00      0.000E+00        0.000E+00       2.280E-03      4.267E-03
8250.00    8270.00    8270.00     1.257E+01     1.058E-01     2.045E-08      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
8300.00    8320.00    8320.00     1.257E+01     1.066E-01     2.020E-08      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
8350.00    8370.00    8370.00     1.257E+01     1.074E-01     1.996E-08      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
8400.00    8420.00    8420.00     1.257E+01     1.082E-01     1.972E-08      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
8450.00    8470.00    8470.00     1.257E+01     1.090E-01     1.949E-08      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
8500.00    8520.00    8520.00     1.257E+01     1.098E-01     1.926E-08      0.000E+00      0.000E+00        0.000E+00       2.281E-03      4.267E-03
8550.00    8570.00    8570.00     1.257E+01     1.105E-01     1.904E-08      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8600.00    8620.00    8620.00     1.257E+01     1.113E-01     1.882E-08      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8650.00    8670.00    8670.00     1.257E+01     1.120E-01     1.860E-08      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8700.00    8720.00    8720.00     1.257E+01     1.128E-01     1.839E-08      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8750.00    8770.00    8770.00     1.257E+01     1.135E-01     1.818E-08      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8800.00    8820.00    8820.00     1.257E+01     1.142E-01     1.797E-08      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8850.00    8870.00    8870.00     1.257E+01     1.149E-01     1.777E-08      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8900.00    8920.00    8920.00     1.257E+01     1.155E-01     1.757E-08      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
8950.00    8970.00    8970.00     1.257E+01     1.162E-01     1.737E-08      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9000.00    9020.00    9020.00     1.257E+01     1.168E-01     1.718E-08      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9050.00    9070.00    9070.00     1.257E+01     1.175E-01     1.699E-08      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9100.00    9120.00    9120.00     1.257E+01     1.181E-01     1.681E-08      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9150.00    9170.00    9170.00     1.257E+01     1.187E-01     1.662E-08      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9200.00    9220.00    9220.00     1.257E+01     1.193E-01     1.644E-08      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9250.00    9270.00    9270.00     1.257E+01     1.199E-01     1.627E-08      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9300.00    9320.00    9320.00     1.257E+01     1.205E-01     1.609E-08      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9350.00    9370.00    9370.00     1.257E+01     1.210E-01     1.592E-08      0.000E+00      0.000E+00        0.000E+00       2.284E-03      4.267E-03
9400.00    9420.00    9420.00     1.257E+01     1.216E-01     1.575E-08      0.000E+00      0.000E+00        0.000E+00       2.284E-03      4.267E-03
9450.00    9470.00    9470.00     1.257E+01     1.221E-01     1.558E-08      0.000E+00      0.000E+00        0.000E+00       2.284E-03      4.267E-03
9500.00    9520.00    9520.00     1.257E+01     1.226E-01     1.542E-08      0.000E+00      0.000E+00        0.000E+00       2.284E-03      4.267E-03
9550.00    9570.00    9570.00     1.257E+01     1.231E-01     1.526E-08      0.000E+00      0.000E+00        0.000E+00       2.284E-03      4.267E-03
9600.00    9620.00    9620.00     1.257E+01     1.236E-01     1.510E-08      0.000E+00      0.000E+00        0.000E+00       2.284E-03      4.267E-03
9650.00    9670.00    9670.00     1.257E+01     1.241E-01     1.495E-08      0.000E+00      0.000E+00        0.000E+00       2.284E-03      4.267E-03
9700.00    9720.00    9720.00     1.257E+01     1.246E-01     1.479E-08      0.000E+00      0.000E+00        0.000E+00       2.284E-03      4.267E-03
9750.00    9770.00    9770.00     1.257E+01     1.250E-01     1.464E-08      0.000E+00      0.000E+00        0.000E+00       2.284E-03      4.267E-03
9800.00    9820.00    9820.00     1.257E+01     1.255E-01     1.449E-08      0.000E+00      0.000E+00        0.000E+00       2.284E-03      4.267E-03
9850.00    9870.00    9870.00     1.257E+01     1.259E-01     1.434E-08      0.000E+00      0.000E+00        0.000E+00       2.285E-03      4.267E-03
9900.00    9920.00    9920.00     1.257E+01     1.263E-01     1.420E-08      0.000E+00      0.000E+00        0.000E+00       2.285E-03      4.267E-03
