 Mv1      Mv2        Mvp         lamL         Omega        protonSI     Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)      Br(H->AA)      Width_H   
8600.00    8601.00    8601.00     1.000E+00     1.384E+01     1.192E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8650.00    8651.00    8651.00     1.000E+00     1.401E+01     1.178E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
8700.00    8701.00    8701.00     1.000E+00     1.419E+01     1.164E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
8750.00    8751.00    8751.00     1.000E+00     1.436E+01     1.151E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
8800.00    8801.00    8801.00     1.000E+00     1.453E+01     1.138E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
8850.00    8851.00    8851.00     1.000E+00     1.470E+01     1.125E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
8900.00    8901.00    8901.00     1.000E+00     1.488E+01     1.113E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
8950.00    8951.00    8951.00     1.000E+00     1.505E+01     1.100E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9000.00    9001.00    9001.00     1.000E+00     1.522E+01     1.088E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9050.00    9051.00    9051.00     1.000E+00     1.540E+01     1.076E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9100.00    9101.00    9101.00     1.000E+00     1.557E+01     1.064E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9150.00    9151.00    9151.00     1.000E+00     1.575E+01     1.053E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9200.00    9201.00    9201.00     1.000E+00     1.593E+01     1.041E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9250.00    9251.00    9251.00     1.000E+00     1.610E+01     1.030E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9300.00    9301.00    9301.00     1.000E+00     1.628E+01     1.019E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9350.00    9351.00    9351.00     1.000E+00     1.646E+01     1.008E-10      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9400.00    9401.00    9401.00     1.000E+00     1.663E+01     9.975E-11      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9450.00    9451.00    9451.00     1.000E+00     1.681E+01     9.869E-11      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
9500.00    9501.00    9501.00     1.000E+00     1.699E+01     9.766E-11      0.000E+00      0.000E+00        0.000E+00       2.283E-03      4.267E-03
