 Mv1       Mv2        Mvp         lamL       alpha2      alpha3        Omega        protonSI      Br(H->v1v1)     Br(H->v2v2)     ctau_v2     Br(H->AA)      Width_H   
21.87   26.76    100.00   -4.102E-01   9.604E-01   -9.604E-01     3.805E-01     2.851E-06      7.020E-01       2.979E-01       9.971E-05      4.860E-07      2.483E+02 
12.74   19.39    100.00   -5.768E-01   -5.680E-02   5.680E-02     5.046E+01     1.568E-05      8.503E-01       1.497E-01       2.498E-05      4.172E-08      3.978E+03 
20.28   22.57    100.00   -3.960E-01   -8.962E-01   8.962E-01     8.823E-02     3.069E-06      6.100E-01       3.900E-01       4.459E-03      3.190E-07      3.695E+02 
53.67   60.08    100.00   -1.402E-01   7.284E-01   -7.284E-01     1.689E-02     5.811E-08      6.553E-01       3.325E-01       2.252E-05      1.473E-04      3.537E-01 
33.73   38.82    100.00   -3.748E-01   3.641E-01   -3.641E-01     1.949E-02     1.031E-06      6.524E-01       3.474E-01       7.494E-05      3.485E-06      3.083E+01 
43.95   44.86    100.00   1.452E-01   8.831E-01   -8.831E-01     1.616E-05     9.219E-08      5.355E-01       4.616E-01       4.473E-01      1.384E-05      1.472E+00 
27.57   28.74    100.00   -3.211E-01   9.257E-02   -9.257E-02     8.828E-03     1.119E-06      5.441E-01       4.559E-01       1.274E-01      1.410E-06      6.993E+01 
61.88   68.39    100.00   -4.161E-02   -4.196E-01   4.196E-01     3.618E-05     3.868E-09      4.492E-01       0.000E+00       2.047E-05      4.345E-03      7.791E-03 
41.94   47.52    100.00   -7.431E-01   -9.234E-01   9.234E-01     3.729E-04     2.648E-06      6.522E-01       3.477E-01       4.620E-05      4.888E-06      4.056E+01 
50.01   50.12    100.00   -1.919E-01   -8.506E-01   8.506E-01     4.093E-04     1.250E-07      5.006E-01       4.962E-01       3.942E+04      4.671E-05      1.340E+00 
11.93   14.67    100.00   -1.892E-01   2.188E-01   -2.188E-01     1.771E+00     1.906E-06      6.959E-01       3.041E-01       1.975E-03      1.117E-07      6.847E+02 
16.18   21.12    100.00   2.907E-01   -8.582E-02   8.582E-02     2.178E+00     2.544E-06      7.652E-01       2.348E-01       9.990E-05      3.057E-08      4.156E+02 
44.17   45.39    100.00   -8.468E-01   -7.399E-01   7.399E-01     1.851E-05     3.107E-06      5.346E-01       4.653E-01       9.905E-02      4.681E-06      4.883E+01 
34.02   34.43    100.00   2.786E-01   1.720E-01   -1.720E-01     1.837E-03     5.600E-07      5.162E-01       4.836E-01       2.911E+01      5.490E-07      2.065E+01 
28.55   35.37    100.00   -5.714E-01   5.150E-01   -5.150E-01     1.432E-01     3.309E-06      7.243E-01       2.757E-01       1.856E-05      1.119E-06      1.416E+02 
12.58   20.29    100.00   -4.960E-01   -9.101E-02   9.101E-02     6.916E+01     1.187E-05      8.780E-01       1.220E-01       1.220E-05      4.815E-08      3.000E+03 
60.07   65.60    100.00   -6.919E-01   1.983E-01   -1.983E-01     1.929E-04     1.134E-06      9.979E-01       0.000E+00       4.630E-05      7.973E-05      2.073E+00 
55.27   61.65    100.00   -5.688E-02   8.776E-01   -8.776E-01     1.558E-02     9.030E-09      6.040E-01       3.128E-01       2.280E-05      7.593E-04      5.168E-02 
56.24   59.33    100.00   9.321E-01   4.029E-02   -4.029E-02     1.706E-03     2.342E-06      6.293E-01       3.704E-01       8.589E-04      1.624E-06      1.169E+01 
47.85   50.45    100.00   8.151E-01   8.705E-01   -8.705E-01     8.349E-04     2.461E-06      5.808E-01       4.190E-01       2.068E-03      2.893E-07      2.685E+01 
54.37   55.42    100.00   5.950E-01   -8.059E-01   8.059E-01     1.382E-03     1.020E-06      5.367E-01       4.627E-01       2.074E-01      6.377E-08      7.137E+00 
43.22   47.54    100.00   -8.787E-01   5.736E-01   -5.736E-01     2.195E-04     3.491E-06      6.197E-01       3.802E-01       1.635E-04      4.710E-06      5.095E+01 
15.54   15.55    100.00   -9.870E-01   1.542E-01   -1.542E-01     3.117E-02     3.162E-05      5.009E-01       4.991E-01       1.687E+09      3.434E-08      8.658E+03 
35.81   42.38    100.00   -3.582E-01   -8.458E-02   8.458E-02     1.524E-02     8.372E-07      6.815E-01       3.183E-01       2.123E-05      5.110E-06      2.010E+01 
36.96   37.45    100.00   2.365E-01   -1.580E-01   1.580E-01     8.537E-04     3.435E-07      5.192E-01       4.803E-01       1.047E+01      1.421E-06      9.849E+00 
23.39   30.14    100.00   6.662E-01   -8.947E-01   8.947E-01     6.520E-01     6.608E-06      7.661E-01       2.339E-01       2.039E-05      6.978E-10      4.469E+02 
32.20   36.78    100.00   9.198E-01   -3.299E-02   3.299E-02     2.403E-02     6.791E-06      6.617E-01       3.382E-01       1.277E-04      5.205E-08      2.286E+02 
46.31   50.03    100.00   -7.980E-01   3.963E-01   -3.963E-01     1.091E-03     2.514E-06      6.003E-01       3.996E-01       3.441E-04      7.065E-06      2.987E+01 
43.24   47.51    100.00   7.255E-01   9.080E-01   -9.080E-01     2.098E-04     2.378E-06      6.338E-01       3.660E-01       1.739E-04      8.278E-08      3.388E+01 
22.96   27.00    100.00   -4.668E-01   7.303E-01   -7.303E-01     1.789E-01     3.363E-06      6.671E-01       3.329E-01       2.524E-04      4.896E-07      2.736E+02 
39.73   41.18    100.00   -7.860E-01   -2.012E-01   2.012E-01     2.839E-04     3.292E-06      5.435E-01       4.565E-01       4.246E-02      2.960E-06      7.206E+01 
53.00   58.25    100.00   2.388E-01   5.578E-01   -5.578E-01     9.084E-03     1.727E-07      7.061E-01       2.898E-01       6.038E-05      9.854E-06      1.033E+00 
56.11   62.76    100.00   -1.127E-01   9.586E-01   -9.586E-01     1.040E-02     3.442E-08      9.622E-01       0.000E+00       1.860E-05      4.093E-04      1.139E-01 
11.09   12.39    100.00   -9.614E-01   7.671E-01   -7.671E-01     3.419E-01     5.631E-05      6.115E-01       3.885E-01       8.041E-02      1.066E-08      2.715E+04 
14.61   17.51    100.00   3.093E-02   -2.914E-01   2.914E-01     8.157E-01     3.490E-08      7.264E-01       2.727E-01       1.396E-03      5.329E-06      7.595E+00 
42.48   48.84    100.00   2.445E-01   4.512E-01   -4.512E-01     1.178E-03     2.796E-07      7.165E-01       2.823E-01       2.418E-05      3.269E-06      3.738E+00 
50.55   50.66    100.00   2.461E-02   -2.164E-01   2.164E-01     4.868E-04     2.014E-09      4.217E-01       4.038E-01       3.769E+04      1.265E-03      2.457E-02 
29.45   34.82    100.00   -3.224E-02   6.284E-01   -6.284E-01     9.087E-02     9.916E-09      5.390E-01       4.526E-01       5.930E-05      8.816E-05      5.243E-01 
25.74   31.11    100.00   -6.472E-01   -3.618E-01   3.618E-01     1.921E-01     5.187E-06      6.984E-01       3.015E-01       6.080E-05      5.992E-07      3.020E+02 
27.31   32.45    100.00   3.138E-01   6.904E-01   -6.904E-01     1.084E-01     1.088E-06      7.050E-01       2.949E-01       7.456E-05      1.834E-07      5.379E+01 
25.04   29.96    100.00   3.617E-01   8.175E-01   -8.175E-01     1.617E-01     1.709E-06      7.049E-01       2.950E-01       9.370E-05      6.746E-08      1.058E+02 
50.14   51.05    100.00   7.779E-01   -4.462E-01   4.462E-01     5.879E-04     2.044E-06      5.284E-01       4.714E-01       4.604E-01      2.969E-07      2.055E+01 
58.78   65.79    100.00   -2.957E-01   -1.739E-01   1.739E-01     9.487E-04     2.161E-07      9.914E-01       0.000E+00       1.435E-05      1.498E-04      5.021E-01 
32.40   40.32    100.00   3.459E-01   2.062E-01   -2.062E-01     8.656E-02     9.488E-07      7.683E-01       2.316E-01       8.691E-06      2.670E-07      2.703E+01 
57.06   62.16    100.00   7.386E-01   1.065E-01   -1.065E-01     1.582E-03     1.430E-06      8.436E-01       1.556E-01       6.886E-05      1.104E-06      4.877E+00 
33.05   39.21    100.00   -3.883E-02   -7.604E-01   7.604E-01     4.655E-02     1.151E-08      5.407E-01       4.494E-01       2.954E-05      1.046E-04      4.404E-01 
62.25   65.80    100.00   8.683E-01   7.683E-01   -7.683E-01     1.051E-05     1.665E-06      9.956E-01       0.000E+00       4.245E-04      1.611E-05      9.604E-01 
39.69   44.89    100.00   -3.713E-01   8.354E-01   -8.354E-01     8.644E-04     7.363E-07      6.379E-01       3.618E-01       6.622E-05      7.509E-06      1.377E+01 
58.29   62.21    100.00   9.867E-01   1.856E-01   -1.856E-01     7.285E-04     2.446E-06      8.234E-01       1.760E-01       2.605E-04      3.444E-06      7.337E+00 
53.05   60.96    100.00   8.802E-01   3.787E-01   -3.787E-01     4.686E-03     2.343E-06      8.047E-01       1.950E-01       7.930E-06      1.103E-06      1.224E+01 
39.14   46.98    100.00   -6.128E-01   -9.288E-01   9.288E-01     2.783E-03     2.061E-06      7.097E-01       2.902E-01       8.729E-06      4.501E-06      3.622E+01 
54.98   55.74    100.00   -3.686E-01   5.817E-01   -5.817E-01     1.445E-03     3.830E-07      5.203E-01       4.781E-01       1.078E+00      3.533E-05      2.615E+00 
22.07   26.43    100.00   3.708E-01   8.831E-02   -8.831E-02     2.628E-01     2.290E-06      6.988E-01       3.012E-01       1.732E-04      3.513E-08      1.962E+02 
38.77   41.84    100.00   -5.259E-01   8.281E-02   -8.281E-02     7.967E-04     1.546E-06      5.890E-01       4.109E-01       9.236E-04      4.166E-06      3.370E+01 
54.27   60.64    100.00   -3.641E-01   5.667E-01   -5.667E-01     9.591E-03     3.834E-07      7.206E-01       2.773E-01       2.318E-05      4.567E-05      2.014E+00 
20.87   21.19    100.00   6.812E-01   -1.988E-01   1.988E-01     1.584E-02     8.603E-06      5.170E-01       4.830E-01       1.016E+02      4.020E-10      1.141E+03 
24.33   31.79    100.00   -9.259E-01   1.773E-01   -1.773E-01     7.908E-01     1.184E-05      7.679E-01       2.321E-01       1.236E-05      3.745E-07      7.236E+02 
42.79   50.42    100.00   1.252E-01   -3.800E-01   3.800E-01     5.401E-03     7.228E-08      7.884E-01       2.066E-01       9.879E-06      2.646E-05      8.570E-01 
13.04   13.41    100.00   -1.819E-01   -4.100E-01   4.100E-01     5.714E-02     1.492E-06      5.276E-01       4.724E-01       5.504E+01      1.295E-07      5.784E+02 
42.78   46.22    100.00   -6.377E-01   8.846E-01   -8.846E-01     8.161E-05     1.876E-06      5.948E-01       4.051E-01       5.108E-04      5.660E-06      2.952E+01 
52.11   55.47    100.00   4.140E-01   2.853E-01   -2.853E-01     3.193E-03     5.369E-07      6.163E-01       3.826E-01       5.610E-04      4.606E-07      3.958E+00 
40.65   41.41    100.00   4.315E-01   2.419E-01   -2.419E-01     1.455E-04     9.487E-07      5.261E-01       4.736E-01       1.186E+00      1.206E-07      1.993E+01 
43.49   45.95    100.00   -2.144E-01   -5.988E-01   5.988E-01     4.117E-05     2.053E-07      5.561E-01       4.426E-01       2.782E-03      2.145E-05      3.269E+00 
21.89   27.29    100.00   8.720E-01   2.711E-01   -2.711E-01     6.531E-01     1.286E-05      7.319E-01       2.681E-01       6.072E-05      6.973E-09      1.073E+03 
11.08   15.84    100.00   9.068E-01   -5.965E-01   5.965E-01     2.607E+01     5.015E-05      8.157E-01       1.843E-01       1.319E-04      4.881E-10      1.815E+04 
55.59   58.30    100.00   1.755E-01   1.506E-01   -1.506E-01     3.469E-03     8.496E-08      6.222E-01       3.685E-01       1.656E-03      3.097E-05      4.578E-01 
28.81   33.34    100.00   6.438E-03   -8.519E-01   8.519E-01     6.488E-02     4.129E-10      6.781E-01       8.173E-02       1.380E-04      2.223E-03      1.842E-02 
36.95   43.55    100.00   -1.279E-02   8.124E-01   -8.124E-01     8.220E-03     1.005E-09      2.635E-01       6.605E-01       2.070E-05      7.235E-04      5.677E-02 
51.82   53.83    100.00   5.732E-01   4.651E-01   -4.651E-01     1.504E-03     1.040E-06      5.663E-01       4.332E-01       7.677E-03      1.374E-08      8.546E+00 
23.42   30.68    100.00   -2.965E-01   -5.820E-01   5.820E-01     4.723E-01     1.306E-06      7.576E-01       2.423E-01       1.421E-05      1.066E-06      8.903E+01 
29.75   37.57    100.00   -5.442E-01   9.277E-01   -9.277E-01     1.318E-01     2.772E-06      7.431E-01       2.569E-01       9.380E-06      1.454E-06      1.035E+02 
29.57   36.87    100.00   5.508E-01   7.521E-01   -7.521E-01     1.222E-01     2.872E-06      7.541E-01       2.459E-01       1.325E-05      2.906E-09      1.074E+02 
13.26   17.26    100.00   5.732E-01   1.115E-01   -1.115E-01     4.145E+00     1.436E-05      7.528E-01       2.472E-01       2.993E-04      8.766E-11      3.754E+03 
45.01   46.63    100.00   -8.731E-01   -9.305E-02   9.305E-02     5.629E-05     3.183E-06      5.451E-01       4.548E-01       2.428E-02      5.139E-06      4.598E+01 
21.05   22.57    100.00   7.171E-01   1.245E-01   -1.245E-01     3.811E-02     9.375E-06      5.770E-01       4.230E-01       3.481E-02      1.038E-09      1.091E+03 
33.68   39.88    100.00   8.922E-01   3.579E-01   -3.579E-01     3.068E-02     5.855E-06      7.059E-01       2.940E-01       2.850E-05      6.262E-08      1.625E+02 
56.66   57.55    100.00   -1.781E-01   3.281E-01   -3.281E-01     1.869E-03     8.433E-08      5.188E-01       4.724E-01       4.845E-01      1.152E-04      4.888E-01 
42.87   43.27    100.00   7.913E-01   -1.747E-01   1.747E-01     2.909E-05     2.876E-06      5.130E-01       4.869E-01       3.339E+01      1.075E-07      5.210E+01 
21.78   23.96    100.00   5.392E-03   -4.242E-01   4.242E-01     5.908E-02     4.964E-10      8.013E-01       7.161E-02       5.564E-03      1.117E-03      3.827E-02 
22.53   30.02    100.00   2.542E-01   -8.057E-01   8.057E-01     5.954E-01     1.034E-06      8.031E-01       1.969E-01       1.232E-05      2.039E-07      7.328E+01 
13.43   21.03    100.00   6.025E-01   -9.772E-01   9.772E-01     5.484E+01     1.550E-05      8.726E-01       1.274E-01       1.289E-05      1.973E-11      3.401E+03 
36.81   40.96    100.00   3.041E-01   8.434E-01   -8.434E-01     3.635E-03     5.718E-07      6.488E-01       3.508E-01       2.068E-04      6.883E-07      1.327E+01 
26.71   33.17    100.00   3.799E-01   -5.722E-01   5.722E-01     1.924E-01     1.664E-06      7.468E-01       2.532E-01       2.437E-05      7.258E-08      8.239E+01 
37.03   40.58    100.00   1.369E-01   -9.651E-01   9.651E-01     2.596E-03     1.147E-07      6.465E-01       3.519E-01       4.400E-04      8.796E-06      2.625E+00 
33.86   41.63    100.00   -5.374E-01   -8.368E-01   8.368E-01     4.656E-02     2.102E-06      7.238E-01       2.761E-01       9.433E-06      2.615E-06      5.601E+01 
15.66   16.73    100.00   3.603E-01   8.180E-01   -8.180E-01     7.324E-02     4.156E-06      5.706E-01       4.294E-01       2.070E-01      8.131E-09      9.820E+02 
33.58   38.83    100.00   6.534E-01   -7.976E-01   7.976E-01     2.088E-02     3.158E-06      6.810E-01       3.190E-01       6.473E-05      4.372E-09      9.164E+01 
48.91   56.08    100.00   6.323E-01   -1.378E-01   1.378E-01     1.013E-02     1.419E-06      7.219E-01       2.777E-01       1.315E-05      6.570E-08      1.148E+01 
48.16   53.15    100.00   -3.708E-02   -4.094E-01   4.094E-01     5.005E-03     5.029E-09      4.293E-01       5.115E-01       7.834E-05      5.510E-04      7.251E-02 
40.97   41.74    100.00   -6.289E-01   6.424E-01   -6.424E-01     1.173E-04     1.985E-06      5.225E-01       4.774E-01       1.048E+00      4.055E-06      4.096E+01 
38.95   41.24    100.00   -2.245E-01   -5.368E-01   5.368E-01     5.649E-04     2.791E-07      5.589E-01       4.404E-01       4.084E-03      1.175E-05      6.323E+00 
38.39   43.54    100.00   -6.224E-01   -2.652E-01   2.652E-01     1.992E-03     2.208E-06      6.472E-01       3.527E-01       6.937E-05      3.677E-06      4.520E+01 
29.73   33.62    100.00   3.244E-01   -6.160E-01   6.160E-01     3.141E-02     9.863E-07      6.537E-01       3.462E-01       2.909E-04      2.114E-07      4.193E+01 
22.00   27.15    100.00   -2.072E-01   4.201E-01   -4.201E-01     4.014E-01     7.194E-07      7.018E-01       2.981E-01       7.647E-05      1.256E-06      6.181E+01 
58.52   62.76    100.00   -7.303E-01   -7.804E-01   7.804E-01     6.801E-04     1.330E-06      9.986E-01       0.000E+00       1.750E-04      5.581E-05      3.186E+00 
29.10   36.32    100.00   1.976E-01   5.032E-01   -5.032E-01     2.107E-01     3.813E-07      7.736E-01       2.261E-01       1.399E-05      1.302E-06      1.452E+01 
24.94   30.33    100.00   -1.248E-01   -5.336E-02   5.336E-02     2.805E-01     2.050E-07      6.765E-01       3.231E-01       5.958E-05      4.643E-06      1.337E+01 
22.58   25.92    100.00   3.384E-01   8.038E-01   -8.038E-01     1.172E-01     1.824E-06      6.561E-01       3.438E-01       6.475E-04      5.590E-08      1.572E+02 
45.37   52.08    100.00   -5.383E-01   -8.596E-01   8.596E-01     6.695E-03     1.191E-06      6.700E-01       3.297E-01       1.847E-05      1.019E-05      1.361E+01 
15.70   19.48    100.00   3.998E-01   -5.133E-01   5.133E-01     1.286E+00     5.090E-06      7.184E-01       2.816E-01       3.776E-04      6.084E-09      9.492E+02 
39.21   46.77    100.00   9.054E-01   -6.898E-01   6.898E-01     2.411E-03     4.484E-06      7.279E-01       2.721E-01       1.044E-05      1.583E-07      7.641E+01 
59.81   67.66    100.00   5.217E-01   -2.274E-01   2.274E-01     2.798E-04     6.501E-07      9.966E-01       0.000E+00       8.035E-06      1.112E-08      1.259E+00 
39.88   45.44    100.00   -5.595E-01   -5.234E-01   5.234E-01     8.357E-04     1.656E-06      6.528E-01       3.471E-01       4.725E-05      4.971E-06      2.982E+01 
53.31   55.47    100.00   3.360E-01   -8.885E-01   8.885E-01     2.113E-03     3.382E-07      5.785E-01       4.198E-01       5.243E-03      1.900E-06      2.406E+00 
21.87   25.47    100.00   3.773E-01   8.521E-01   -8.521E-01     1.702E-01     2.411E-06      6.692E-01       3.308E-01       4.518E-04      2.973E-08      2.203E+02 
61.27   63.27    100.00   -5.662E-01   8.587E-01   -8.587E-01     6.549E-05     7.301E-07      9.953E-01       0.000E+00       7.973E-03      1.398E-04      9.389E-01 
10.83   13.65    100.00   7.935E-01   5.532E-01   -5.532E-01     3.349E+00     4.009E-05      7.231E-01       2.769E-01       1.727E-03      1.800E-10      1.725E+04 
40.41   42.88    100.00   -9.052E-01   5.990E-01   -5.990E-01     2.269E-04     4.225E-06      5.729E-01       4.270E-01       2.756E-03      3.027E-06      8.310E+01 
43.04   46.01    100.00   8.307E-01   -4.053E-01   4.053E-01     5.846E-05     3.145E-06      5.942E-01       4.057E-01       1.065E-03      1.608E-07      4.853E+01 
36.96   42.19    100.00   4.120E-01   -5.956E-01   5.956E-01     4.992E-03     1.042E-06      6.782E-01       3.216E-01       6.484E-05      1.519E-07      2.286E+01 
34.83   39.29    100.00   2.965E-01   3.799E-01   -3.799E-01     1.005E-02     6.057E-07      6.629E-01       3.368E-01       1.455E-04      6.134E-07      1.623E+01 
41.74   45.75    100.00   -1.886E-01   2.523E-03   -2.523E-03     1.514E-04     1.721E-07      5.898E-01       4.087E-01       2.385E-04      2.244E-05      2.962E+00 
54.81   61.67    100.00   -9.287E-02   8.017E-01   -8.017E-01     1.888E-02     2.447E-08      6.967E-01       2.694E-01       1.607E-05      3.509E-04      1.267E-01 
38.63   40.92    100.00   -2.559E-01   -7.869E-02   7.869E-02     6.838E-04     3.688E-07      5.611E-01       4.384E-01       4.071E-03      9.411E-06      8.538E+00 
47.65   48.42    100.00   -9.376E-02   -1.539E-01   1.539E-01     2.136E-04     3.283E-08      5.042E-01       4.855E-01       1.017E+00      1.151E-04      4.193E-01 
53.16   59.34    100.00   1.782E-01   -5.936E-02   5.936E-02     1.459E-02     9.566E-08      7.594E-01       2.324E-01       2.702E-05      2.798E-05      5.249E-01 
37.46   37.99    100.00   1.523E-01   8.574E-01   -8.574E-01     7.253E-04     1.387E-07      5.217E-01       4.772E-01       7.352E+00      5.640E-06      3.799E+00 
13.87   17.24    100.00   4.228E-01   5.464E-02   -5.464E-02     1.721E+00     7.182E-06      7.165E-01       2.834E-01       6.806E-04      2.659E-09      1.782E+03 
37.70   44.64    100.00   3.083E-01   7.994E-01   -7.994E-01     5.495E-03     5.613E-07      7.324E-01       2.672E-01       1.609E-05      8.122E-07      1.073E+01 
46.71   47.07    100.00   -3.309E-01   -6.954E-01   6.954E-01     8.364E-05     4.251E-07      5.086E-01       4.907E-01       5.553E+01      1.566E-05      5.782E+00 
19.72   22.04    100.00   -1.882E-01   5.484E-01   -5.484E-01     1.022E-01     7.317E-07      6.101E-01       3.899E-01       4.098E-03      7.925E-07      9.424E+01 
54.57   56.84    100.00   8.695E-01   -1.498E-01   1.498E-01     1.840E-03     2.163E-06      5.800E-01       4.197E-01       4.123E-03      9.531E-07      1.375E+01 
24.66   26.95    100.00   8.482E-01   9.813E-01   -9.813E-01     3.465E-02     9.678E-06      6.009E-01       3.991E-01       4.278E-03      8.741E-09      7.308E+02 
28.83   31.56    100.00   -7.720E-01   -9.742E-01   9.742E-01     1.906E-02     5.927E-06      6.008E-01       3.992E-01       1.718E-03      7.282E-07      2.978E+02 
23.15   30.67    100.00   -2.486E-02   1.701E-01   -1.701E-01     1.933E+00     9.385E-09      5.940E-01       4.005E-01       1.203E-05      5.571E-05      8.400E-01 
21.48   23.70    100.00   -5.072E-01   2.493E-01   -2.493E-01     6.401E-02     4.510E-06      6.030E-01       3.970E-01       5.101E-03      3.028E-07      4.778E+02 
35.87   43.07    100.00   -4.182E-01   -1.451E-01   1.451E-01     1.732E-02     1.138E-06      6.992E-01       3.007E-01       1.353E-05      4.380E-06      2.651E+01 
58.83   63.67    100.00   5.790E-01   7.085E-01   -7.085E-01     6.647E-04     8.271E-07      9.978E-01       0.000E+00       8.963E-05      2.496E-07      1.895E+00 
15.28   22.92    100.00   8.882E-01   -5.708E-01   5.708E-01     3.410E+01     2.643E-05      8.525E-01       1.475E-01       1.227E-05      1.799E-09      4.417E+03 
44.49   46.23    100.00   -7.499E-01   -7.111E-01   7.111E-01     3.508E-05     2.403E-06      5.484E-01       4.514E-01       1.639E-02      5.511E-06      3.593E+01 
15.27   15.44    100.00   -1.017E-02   -3.064E-01   3.064E-01     3.387E-02     3.468E-09      4.993E-01       4.934E-01       2.807E+03      4.656E-05      9.914E-01 
28.59   29.70    100.00   -1.054E-01   2.898E-01   -2.898E-01     7.183E-03     1.123E-07      5.334E-01       4.659E-01       1.635E-01      8.878E-06      6.506E+00 
17.78   21.75    100.00   -2.437E-01   8.754E-01   -8.754E-01     6.604E-01     1.494E-06      6.949E-01       3.051E-01       2.877E-04      3.977E-07      2.157E+02 
38.39   42.00    100.00   8.565E-01   -3.041E-02   3.041E-02     1.210E-03     4.181E-06      6.191E-01       3.809E-01       4.071E-04      9.601E-08      8.949E+01 
45.16   47.75    100.00   -7.733E-01   5.896E-01   -5.896E-01     2.005E-04     2.480E-06      5.709E-01       4.290E-01       2.160E-03      6.046E-06      3.382E+01 
10.64   15.18    100.00   8.757E-01   1.428E-02   -1.428E-02     2.672E+01     5.041E-05      8.140E-01       1.860E-01       1.672E-04      3.482E-10      2.004E+04 
12.82   14.97    100.00   4.463E-01   2.158E-03   -2.158E-03     6.210E-01     9.271E-06      6.574E-01       3.426E-01       6.562E-03      1.250E-09      2.996E+03 
24.39   24.89    100.00   5.723E-01   3.046E-01   -3.046E-01     1.021E-02     4.499E-06      5.231E-01       4.769E-01       1.116E+01      4.615E-10      4.012E+02 
42.87   47.19    100.00   1.768E-01   1.087E-01   -1.087E-01     1.712E-04     1.436E-07      6.615E-01       3.364E-01       1.638E-04      8.778E-06      2.017E+00 
33.62   39.18    100.00   1.549E-01   1.265E-01   -1.265E-01     2.758E-02     1.770E-07      7.195E-01       2.796E-01       4.873E-05      4.561E-06      4.845E+00 
35.17   39.19    100.00   2.253E-01   -1.652E-01   1.652E-01     7.169E-03     3.430E-07      6.527E-01       3.468E-01       2.430E-04      1.685E-06      9.069E+00 
10.08   10.58    100.00   5.918E-01   4.494E-01   -4.494E-01     1.299E-01     2.542E-05      5.497E-01       4.503E-01       1.076E+01      9.566E-12      1.690E+04 
10.75   17.45    100.00   5.424E-01   6.008E-01   -6.008E-01     2.194E+02     1.899E-05      8.844E-01       1.156E-01       2.484E-05      1.259E-10      6.791E+03 
59.21   60.14    100.00   -3.783E-01   5.158E-02   -5.158E-02     9.198E-04     3.486E-07      5.457E-01       4.511E-01       3.948E-01      6.621E-05      1.374E+00 
50.96   51.93    100.00   -9.389E-01   -2.846E-01   2.846E-01     7.391E-04     2.884E-06      5.265E-01       4.733E-01       3.295E-01      9.231E-06      2.728E+01 
31.13   32.44    100.00   -9.563E-01   -9.697E-01   9.697E-01     4.870E-03     7.837E-06      5.472E-01       4.528E-01       7.189E-02      7.905E-07      3.506E+02 
38.48   43.13    100.00   -8.131E-01   -3.234E-01   3.234E-01     1.603E-03     3.751E-06      6.364E-01       3.636E-01       1.143E-04      2.875E-06      7.754E+01 
12.51   15.08    100.00   -9.697E-03   6.378E-01   -6.378E-01     1.193E+00     4.586E-09      5.789E-01       4.163E-01       2.681E-03      2.608E-05      1.782E+00 
40.96   41.43    100.00   -7.965E-01   8.010E-01   -8.010E-01     1.202E-04     3.186E-06      5.140E-01       4.859E-01       1.405E+01      3.221E-06      6.691E+01 
22.41   25.33    100.00   7.862E-01   -4.662E-01   4.662E-01     9.486E-02     9.996E-06      6.353E-01       3.647E-01       1.267E-03      3.671E-09      9.069E+02 
51.32   52.32    100.00   4.807E-01   6.178E-01   -6.178E-01     8.417E-04     7.460E-07      5.330E-01       4.664E-01       2.709E-01      6.553E-08      6.776E+00 
54.08   59.55    100.00   8.069E-01   8.662E-01   -8.662E-01     3.575E-03     1.896E-06      7.071E-01       2.925E-01       4.951E-05      8.319E-07      1.032E+01 
40.99   41.54    100.00   6.331E-02   -8.290E-01   8.290E-01     1.165E-04     2.010E-08      5.242E-01       4.654E-01       6.185E+00      7.278E-05      4.126E-01 
13.72   17.54    100.00   4.247E-01   -6.547E-01   6.547E-01     2.837E+00     7.397E-06      7.402E-01       2.597E-01       3.694E-04      2.557E-09      1.821E+03 
59.62   64.53    100.00   3.245E-01   6.764E-01   -6.764E-01     4.240E-04     2.531E-07      9.917E-01       0.000E+00       8.301E-05      7.840E-06      5.110E-01 
31.79   37.14    100.00   2.071E-02   -6.890E-01   6.890E-01     4.568E-02     3.527E-09      8.880E-01       6.443E-02       5.963E-05      4.165E-04      9.170E-02 
35.02   37.56    100.00   -3.327E-01   -2.399E-01   2.399E-01     3.543E-03     7.543E-07      5.764E-01       4.234E-01       2.448E-03      4.269E-06      2.288E+01 
41.00   47.72    100.00   -1.526E-01   -7.558E-01   7.558E-01     8.149E-04     1.168E-07      6.365E-01       3.613E-01       1.856E-05      3.076E-05      1.973E+00 
50.71   58.68    100.00   5.778E-01   -2.447E-02   2.447E-02     1.179E-02     1.103E-06      7.625E-01       2.369E-01       7.679E-06      1.672E-08      7.350E+00 
51.21   52.12    100.00   5.620E-01   -1.057E-01   1.057E-01     7.814E-04     1.024E-06      5.296E-01       4.699E-01       4.353E-01      4.287E-09      9.443E+00 
53.69   56.63    100.00   -3.395E-01   -3.149E-01   3.149E-01     3.121E-03     3.404E-07      5.780E-01       4.201E-01       1.104E-03      3.728E-05      2.345E+00 
62.15   70.15    100.00   -7.521E-01   -3.459E-01   3.459E-01     1.105E-05     1.253E-06      9.948E-01       0.000E+00       7.305E-06      2.111E-04      8.514E-01 
45.80   53.56    100.00   -5.722E-01   -7.889E-01   7.889E-01     1.201E-02     1.322E-06      6.957E-01       3.040E-01       8.944E-06      1.044E-05      1.409E+01 
31.89   38.84    100.00   -7.280E-01   -5.882E-01   5.882E-01     6.560E-02     4.333E-06      7.152E-01       2.848E-01       1.659E-05      1.452E-06      1.387E+02 
