 Mv1       Mv2        Mvp         lamL       alpha2      alpha3        Omega        protonSI      Br(H->v1v1)     Br(H->v2v2)     ctau_v2     Br(H->AA)      Width_H   
29.57   30.69    100.00   -1.612E-01   -6.926E-01   6.926E-01     6.016E-03     2.461E-07      5.362E-01       4.634E-01       1.550E-01      5.164E-06      1.294E+01 
52.83   56.19    100.00   4.788E-01   -7.077E-01   7.077E-01     3.247E-03     6.989E-07      6.169E-01       3.822E-01       5.662E-04      8.162E-08      4.851E+00 
60.05   66.10    100.00   -4.758E-01   -8.453E-01   8.453E-01     2.247E-04     5.364E-07      9.956E-01       0.000E+00       2.960E-05      1.126E-04      9.876E-01 
33.68   39.80    100.00   2.240E-01   3.300E-01   -3.300E-01     3.419E-02     3.690E-07      7.251E-01       2.744E-01       3.046E-05      1.573E-06      9.967E+00 
52.24   54.53    100.00   1.440E-01   8.810E-01   -8.810E-01     2.016E-03     6.467E-08      5.934E-01       3.979E-01       3.884E-03      3.658E-05      4.901E-01 
22.90   29.82    100.00   -8.642E-01   3.302E-01   -3.302E-01     9.896E-01     1.159E-05      7.625E-01       2.375E-01       1.797E-05      3.016E-07      8.303E+02 
11.94   18.62    100.00   -8.495E-01   5.526E-01   -5.526E-01     1.477E+02     3.836E-05      8.630E-01       1.370E-01       2.469E-05      2.251E-08      1.110E+04 
12.04   19.52    100.00   1.867E-01   -3.983E-01   3.983E-01     1.662E+01     1.825E-06      8.920E-01       1.079E-01       1.423E-05      4.441E-08      5.017E+02 
59.49   63.20    100.00   -1.185E-01   1.094E-01   -1.094E-01     6.094E-04     3.389E-08      9.417E-01       0.000E+00       3.410E-04      6.172E-04      7.376E-02 
23.60   31.06    100.00   1.964E-01   6.620E-01   -6.620E-01     5.867E-01     5.647E-07      8.020E-01       1.978E-01       1.243E-05      5.587E-07      3.570E+01 
49.82   50.77    100.00   9.144E-01   6.528E-01   -6.528E-01     5.482E-04     2.861E-06      5.296E-01       4.703E-01       3.514E-01      5.221E-07      2.941E+01 
35.30   41.87    100.00   6.244E-01   1.143E-01   -1.143E-01     1.802E-02     2.617E-06      7.150E-01       2.849E-01       2.131E-05      2.141E-09      6.253E+01 
30.73   35.82    100.00   4.575E-01   9.762E-01   -9.762E-01     4.408E-02     1.841E-06      6.875E-01       3.124E-01       7.636E-05      3.446E-08      6.798E+01 
44.87   51.91    100.00   -5.908E-01   -7.901E-01   7.901E-01     7.038E-03     1.466E-06      6.798E-01       3.200E-01       1.458E-05      8.892E-06      1.717E+01 
31.84   37.38    100.00   -4.680E-01   -9.718E-01   9.718E-01     4.039E-02     1.797E-06      6.742E-01       3.257E-01       4.965E-05      2.123E-06      6.131E+01 
15.54   17.80    100.00   -4.828E-01   -8.747E-01   8.747E-01     2.987E-01     7.571E-06      6.370E-01       3.630E-01       4.872E-03      8.607E-08      1.631E+03 
12.07   16.80    100.00   7.279E-01   7.032E-01   -7.032E-01     1.413E+01     2.760E-05      8.002E-01       1.998E-01       1.332E-04      1.365E-10      8.406E+03 
43.88   48.23    100.00   -8.047E-01   -2.517E-01   2.517E-01     4.526E-04     2.842E-06      6.188E-01       3.811E-01       1.590E-04      5.460E-06      3.946E+01 
16.05   17.62    100.00   8.291E-01   -3.602E-01   3.602E-01     1.176E-01     2.099E-05      5.978E-01       4.022E-01       3.113E-02      1.078E-09      4.467E+03 
44.28   50.01    100.00   -9.151E-01   8.379E-01   -8.379E-01     2.188E-03     3.610E-06      6.544E-01       3.455E-01       4.012E-05      5.463E-06      4.597E+01 
13.07   19.75    100.00   6.996E-01   -3.660E-01   3.660E-01     5.289E+01     2.200E-05      8.530E-01       1.470E-01       2.417E-05      1.153E-10      5.251E+03 
28.89   36.39    100.00   1.006E-01   -5.525E-01   5.525E-01     3.165E-01     1.003E-07      8.117E-01       1.871E-01       1.159E-05      7.823E-06      3.712E+00 
45.97   49.45    100.00   -5.165E-01   5.656E-01   -5.656E-01     7.855E-04     1.069E-06      5.904E-01       4.092E-01       4.806E-04      1.003E-05      1.324E+01 
52.92   60.32    100.00   9.368E-01   4.641E-01   -4.641E-01     4.526E-03     2.667E-06      7.719E-01       2.278E-01       1.111E-05      1.244E-06      1.469E+01 
14.26   21.43    100.00   9.703E-01   -7.530E-01   7.530E-01     5.033E+01     3.595E-05      8.516E-01       1.484E-01       1.681E-05      1.926E-09      7.052E+03 
46.25   53.24    100.00   1.029E-01   8.044E-02   -8.044E-02     1.221E-02     4.190E-08      7.853E-01       2.035E-01       1.494E-05      6.252E-05      3.823E-01 
36.22   40.63    100.00   -2.243E-01   -9.007E-01   9.007E-01     5.525E-03     3.212E-07      6.175E-01       3.819E-01       1.512E-04      9.179E-06      8.229E+00 
49.29   52.97    100.00   2.246E-01   9.802E-01   -9.802E-01     2.667E-03     1.764E-07      6.330E-01       3.643E-01       3.591E-04      7.660E-06      1.581E+00 
50.06   50.55    100.00   -3.084E-01   4.629E-01   -4.629E-01     4.758E-04     3.224E-07      5.109E-01       4.878E-01       1.210E+01      2.485E-05      3.373E+00 
10.01   17.00    100.00   -2.536E-02   9.708E-01   -9.708E-01     4.763E+01     4.727E-08      8.500E-01       1.495E-01       2.046E-05      2.379E-06      2.063E+01 
46.80   52.30    100.00   -6.438E-01   -4.952E-01   4.952E-01     4.360E-03     1.603E-06      6.432E-01       3.565E-01       4.871E-05      9.660E-06      1.712E+01 
46.87   52.69    100.00   8.423E-01   -8.196E-01   8.196E-01     4.947E-03     2.736E-06      6.752E-01       3.246E-01       3.692E-05      3.348E-07      2.768E+01 
24.05   28.25    100.00   -6.866E-01   7.599E-01   -7.599E-01     1.601E-01     6.655E-06      6.694E-01       3.306E-01       2.057E-04      4.023E-07      4.807E+02 
25.82   28.05    100.00   -7.897E-02   2.943E-01   -2.943E-01     2.614E-02     7.676E-08      5.679E-01       4.313E-01       4.896E-03      9.964E-06      5.454E+00 
22.45   22.53    100.00   -7.459E-01   4.491E-01   -4.491E-01     1.170E-02     8.964E-06      5.038E-01       4.961E-01       1.890E+05      2.080E-07      1.020E+03 
11.47   17.04    100.00   6.240E-01   -5.877E-01   5.877E-01     4.337E+01     2.228E-05      8.405E-01       1.595E-01       6.056E-05      3.453E-13      7.243E+03 
40.24   45.44    100.00   5.344E-01   -5.839E-03   5.839E-03     5.812E-04     1.485E-06      6.683E-01       3.315E-01       6.523E-05      8.413E-09      2.539E+01 
20.16   20.23    100.00   -8.613E-01   -2.997E-01   2.997E-01     1.611E-02     1.470E-05      5.038E-01       4.962E-01       3.663E+05      1.153E-07      2.175E+03 
49.37   50.90    100.00   7.262E-01   -5.790E-01   5.790E-01     6.732E-04     1.836E-06      5.479E-01       4.519E-01       3.270E-02      1.888E-07      1.889E+01 
34.35   34.94    100.00   7.660E-01   1.815E-01   -1.815E-01     1.785E-03     4.154E-06      5.219E-01       4.781E-01       4.067E+00      2.338E-08      1.474E+02 
47.54   54.16    100.00   1.498E-01   5.422E-02   -5.422E-02     1.200E-02     8.417E-08      7.491E-01       2.450E-01       1.956E-05      2.586E-05      7.292E-01 
39.77   44.64    100.00   -6.503E-01   -3.315E-01   3.315E-01     7.390E-04     2.250E-06      6.374E-01       3.625E-01       9.086E-05      4.133E-06      4.185E+01 
56.12   58.51    100.00   8.503E-01   8.955E-01   -8.955E-01     1.702E-03     1.958E-06      5.956E-01       4.040E-01       3.103E-03      1.155E-06      1.046E+01 
37.95   41.15    100.00   -9.916E-01   -2.089E-01   2.089E-01     1.359E-03     5.730E-06      5.978E-01       4.022E-01       7.474E-04      2.160E-06      1.315E+02 
24.09   24.69    100.00   8.323E-01   -6.971E-01   6.971E-01     1.128E-02     9.746E-06      5.276E-01       4.724E-01       4.245E+00      6.197E-09      8.889E+02 
11.57   14.61    100.00   8.489E-02   2.097E-01   -2.097E-01     2.584E+00     4.059E-07      7.366E-01       2.633E-01       1.182E-03      2.289E-07      1.476E+02 
16.75   20.54    100.00   -6.299E-01   -3.932E-01   3.932E-01     9.545E-01     1.118E-05      7.017E-01       2.983E-01       3.659E-04      9.780E-08      1.838E+03 
21.53   27.02    100.00   1.823E-01   -7.106E-01   7.106E-01     5.388E-01     5.805E-07      7.526E-01       2.473E-01       5.618E-05      4.410E-07      4.904E+01 
60.33   61.67    100.00   2.819E-01   9.259E-01   -9.259E-01     3.415E-04     1.866E-07      6.348E-01       3.567E-01       6.260E-02      1.165E-05      5.054E-01 
52.24   58.88    100.00   -3.491E-01   4.413E-01   -4.413E-01     1.300E-02     3.799E-07      6.847E-01       3.136E-01       1.886E-05      3.624E-05      2.495E+00 
32.89   32.99    100.00   -2.594E-01   9.568E-01   -9.568E-01     2.234E-03     5.183E-07      5.031E-01       4.967E-01       6.335E+04      3.874E-06      2.162E+01 
39.09   45.06    100.00   5.031E-01   4.784E-01   -4.784E-01     1.668E-03     1.392E-06      6.928E-01       3.070E-01       3.359E-05      2.739E-08      2.515E+01 
11.61   13.76    100.00   -5.066E-01   2.435E-01   -2.435E-01     9.784E-01     1.437E-05      6.667E-01       3.333E-01       6.689E-03      2.569E-08      5.738E+03 
55.30   58.27    100.00   -9.035E-01   7.496E-03   -7.496E-03     1.970E-03     2.275E-06      6.005E-01       3.992E-01       1.035E-03      1.797E-05      1.306E+01 
49.64   50.76    100.00   -1.165E-01   -8.390E-01   8.390E-01     5.852E-04     4.680E-08      5.121E-01       4.793E-01       1.568E-01      1.004E-04      5.046E-01 
13.72   16.09    100.00   -1.271E-01   -1.176E-01   1.176E-01     5.664E-01     6.623E-07      6.517E-01       3.483E-01       3.962E-03      3.508E-07      1.852E+02 
47.73   54.36    100.00   5.987E-01   -5.972E-02   5.972E-02     8.695E-03     1.334E-06      7.037E-01       2.959E-01       1.938E-05      1.797E-08      1.213E+01 
11.58   16.37    100.00   -7.658E-01   -4.464E-01   4.464E-01     2.100E+01     3.299E-05      8.059E-01       1.941E-01       1.267E-04      2.032E-08      1.095E+04 
18.30   18.96    100.00   8.050E-01   -5.874E-01   5.874E-01     2.969E-02     1.544E-05      5.385E-01       4.615E-01       2.368E+00      1.436E-09      2.689E+03 
52.90   55.63    100.00   -2.459E-01   -4.824E-01   4.824E-01     2.716E-03     1.840E-07      5.634E-01       4.335E-01       1.596E-03      5.050E-05      1.391E+00 
45.85   49.80    100.00   6.661E-02   -7.612E-01   7.612E-01     1.120E-03     1.786E-08      6.938E-01       2.837E-01       2.562E-04      1.472E-04      1.901E-01 
19.08   24.31    100.00   2.729E-01   9.448E-01   -9.448E-01     8.535E-01     1.637E-06      7.524E-01       2.476E-01       7.378E-05      7.479E-08      1.848E+02 
53.09   54.32    100.00   6.055E-01   8.758E-01   -8.758E-01     1.257E-03     1.107E-06      5.410E-01       4.585E-01       9.718E-02      6.340E-08      8.576E+00 
34.59   39.29    100.00   -7.881E-01   -2.583E-01   2.583E-01     1.181E-02     4.338E-06      6.469E-01       3.530E-01       1.105E-04      1.793E-06      1.216E+02 
41.94   46.83    100.00   -9.309E-01   9.708E-01   -9.708E-01     2.296E-04     4.155E-06      6.368E-01       3.631E-01       8.858E-05      3.971E-06      6.519E+01 
21.69   26.11    100.00   9.002E-01   5.118E-01   -5.118E-01     3.678E-01     1.395E-05      6.983E-01       3.017E-01       1.623E-04      7.371E-09      1.248E+03 
39.59   46.36    100.00   7.496E-02   -5.997E-01   5.997E-01     1.505E-03     3.015E-08      8.022E-01       1.883E-01       1.808E-05      6.443E-05      4.520E-01 
31.23   36.34    100.00   6.277E-01   -5.856E-01   5.856E-01     3.881E-02     3.355E-06      6.837E-01       3.163E-01       7.461E-05      7.666E-10      1.191E+02 
22.08   22.44    100.00   6.639E-01   -3.278E-01   3.278E-01     1.350E-02     7.331E-06      5.181E-01       4.819E-01       5.767E+01      3.095E-10      8.453E+02 
11.51   11.71    100.00   -5.244E-01   -8.733E-01   8.733E-01     6.552E-02     1.563E-05      5.171E-01       4.829E-01       1.495E+03      1.856E-08      8.193E+03 
37.31   39.17    100.00   3.226E-01   -5.933E-02   5.933E-02     1.136E-03     6.272E-07      5.683E-01       4.314E-01       1.191E-02      4.950E-07      1.596E+01 
28.63   33.04    100.00   -6.408E-01   7.846E-01   -7.846E-01     5.504E-02     4.140E-06      6.562E-01       3.438E-01       1.561E-04      9.148E-07      1.942E+02 
39.03   40.28    100.00   2.731E-01   -2.665E-01   2.665E-01     4.154E-04     4.115E-07      5.463E-01       4.533E-01       8.826E-02      1.144E-06      9.478E+00 
42.06   46.81    100.00   -4.832E-01   -1.149E-01   1.149E-01     2.076E-04     1.113E-06      6.263E-01       3.734E-01       1.024E-04      7.249E-06      1.760E+01 
13.62   21.29    100.00   3.974E-01   -3.865E-01   3.865E-01     2.512E+01     6.570E-06      8.739E-01       1.261E-01       1.229E-05      4.309E-09      1.394E+03 
31.78   36.12    100.00   8.816E-01   -8.477E-01   8.477E-01     2.380E-02     6.400E-06      6.554E-01       3.446E-01       1.673E-04      4.069E-08      2.257E+02 
31.53   34.47    100.00   -3.805E-02   1.795E-01   -1.795E-01     1.188E-02     1.210E-08      5.226E-01       4.694E-01       1.166E-03      8.486E-05      5.472E-01 
40.84   47.34    100.00   -2.208E-01   -5.521E-01   5.521E-01     7.412E-04     2.463E-07      6.500E-01       3.489E-01       2.184E-05      1.761E-05      4.127E+00 
32.95   39.28    100.00   -3.056E-01   3.913E-01   -3.913E-01     4.471E-02     7.166E-07      6.829E-01       3.169E-01       2.604E-05      4.250E-06      2.188E+01 
29.42   31.84    100.00   -5.279E-01   -8.626E-01   8.626E-01     1.342E-02     2.665E-06      5.869E-01       4.131E-01       3.199E-03      1.129E-06      1.298E+02 
50.80   50.98    100.00   6.013E-01   4.358E-01   -4.358E-01     5.259E-04     1.191E-06      5.058E-01       4.938E-01       1.901E+03      3.082E-08      1.188E+01 
43.96   48.04    100.00   -6.381E-01   -7.442E-01   7.442E-01     3.589E-04     1.780E-06      6.097E-01       3.901E-01       2.189E-04      6.667E-06      2.493E+01 
28.95   34.44    100.00   -4.927E-01   5.011E-01   -5.011E-01     8.171E-02     2.395E-06      6.848E-01       3.151E-01       5.303E-05      1.319E-06      1.045E+02 
36.45   39.24    100.00   -5.533E-01   7.022E-01   -7.022E-01     2.367E-03     1.930E-06      5.851E-01       4.148E-01       1.516E-03      2.911E-06      5.118E+01 
16.74   20.04    100.00   5.154E-01   -2.714E-01   2.714E-01     6.065E-01     7.497E-06      6.865E-01       3.135E-01       7.195E-04      1.054E-09      1.262E+03 
42.68   44.76    100.00   -2.215E-01   -1.537E-01   1.537E-01     4.137E-05     2.272E-07      5.487E-01       4.502E-01       6.698E-03      1.840E-05      3.904E+00 
22.42   27.41    100.00   9.962E-01   -1.650E-01   1.650E-01     4.455E-01     1.603E-05      7.141E-01       2.859E-01       8.911E-05      1.283E-08      1.293E+03 
55.06   55.97    100.00   5.678E-01   -7.760E-01   7.760E-01     1.419E-03     9.061E-07      5.323E-01       4.669E-01       4.620E-01      2.821E-08      5.998E+00 
38.62   41.56    100.00   -9.156E-01   5.371E-01   -5.371E-01     8.389E-04     4.722E-06      5.889E-01       4.111E-01       1.143E-03      2.463E-06      1.042E+02 
21.79   24.57    100.00   -1.925E-03   9.647E-01   -9.647E-01     9.873E-02     6.323E-11      1.166E-01       7.389E-01       1.650E-03      1.309E-03      3.345E-02 
28.29   30.96    100.00   -5.194E-01   4.753E-01   -4.753E-01     2.032E-02     2.783E-06      5.984E-01       4.016E-01       1.931E-03      9.805E-07      1.477E+02 
21.88   29.83    100.00   6.828E-01   -5.513E-01   5.513E-01     1.436E+00     7.892E-06      8.078E-01       1.922E-01       9.321E-06      8.446E-10      5.971E+02 
26.89   29.04    100.00   4.123E-01   -7.890E-01   7.890E-01     1.927E-02     1.936E-06      5.922E-01       4.077E-01       5.795E-03      3.695E-08      1.188E+02 
52.00   59.41    100.00   8.738E-01   6.843E-01   -6.843E-01     5.790E-03     2.402E-06      7.534E-01       2.463E-01       1.103E-05      8.696E-07      1.462E+01 
58.71   66.06    100.00   3.854E-03   -1.463E-01   1.463E-01     2.163E-02     3.679E-11      1.959E-02       0.000E+00       1.123E-05      6.845E-03      4.373E-03 
31.42   33.42    100.00   9.286E-02   2.965E-01   -2.965E-01     6.856E-03     7.260E-08      5.960E-01       4.025E-01       8.278E-03      1.009E-05      2.908E+00 
55.45   57.16    100.00   -4.073E-01   4.140E-01   -4.140E-01     2.039E-03     4.600E-07      5.504E-01       4.480E-01       1.766E-02      3.525E-05      2.841E+00 
25.77   31.85    100.00   9.523E-01   -9.870E-01   9.870E-01     3.082E-01     1.121E-05      7.318E-01       2.682E-01       3.302E-05      2.157E-08      6.214E+02 
40.24   45.57    100.00   -4.331E-01   2.592E-02   -2.592E-02     6.012E-04     9.749E-07      6.424E-01       3.573E-01       5.853E-05      6.748E-06      1.733E+01 
45.08   48.57    100.00   7.953E-01   -6.597E-01   6.597E-01     4.624E-04     2.633E-06      6.084E-01       3.915E-01       4.783E-04      1.816E-07      3.390E+01 
30.11   32.27    100.00   -9.009E-01   8.590E-01   -8.590E-01     1.000E-02     7.421E-06      5.787E-01       4.213E-01       5.588E-03      7.510E-07      3.442E+02 
22.21   28.48    100.00   -4.970E-01   5.788E-02   -5.788E-02     6.629E-01     4.063E-06      7.450E-01       2.550E-01       2.927E-05      4.415E-07      3.212E+02 
22.39   28.72    100.00   -9.985E-02   -5.757E-01   5.757E-01     9.110E-01     1.615E-07      7.125E-01       2.871E-01       2.792E-05      4.479E-06      1.309E+01 
39.89   42.89    100.00   9.625E-01   7.057E-01   -7.057E-01     3.721E-04     4.898E-06      5.973E-01       4.027E-01       1.039E-03      1.753E-07      9.630E+01 
53.63   58.07    100.00   8.490E-01   4.575E-01   -4.575E-01     3.276E-03     2.134E-06      6.568E-01       3.428E-01       1.391E-04      8.698E-07      1.300E+01 
